date,ttf_eur_mwh
2026-01-19,35.115
2026-01-20,35.887
2026-01-21,39.208
2026-01-22,38.079
2026-01-23,40.039
2026-01-26,39.112
2026-01-27,38.761
2026-01-28,38.861
2026-01-29,40.113
2026-01-30,39.285
2026-02-02,33.945
2026-02-03,32.86
2026-02-04,33.501
2026-02-05,33.735
2026-02-06,35.694
2026-02-09,33.496
2026-02-10,31.846
2026-02-11,32.167
2026-02-12,32.994
2026-02-13,32.5
2026-02-16,30.755
2026-02-17,29.822
2026-02-18,31.481
2026-02-19,33.523
2026-02-20,32.029
2026-02-23,31.834
2026-02-24,30.891
2026-02-25,31.05
2026-02-26,32.224
2026-02-27,31.959
2026-03-02,44.506
2026-03-03,54.29
2026-03-04,48.767
2026-03-05,50.731
2026-03-06,53.385
2026-03-09,56.453
2026-03-10,47.393
2026-03-11,49.989
2026-03-12,50.87
2026-03-13,50.115
2026-03-16,50.887
2026-03-17,51.559
2026-03-18,54.662
2026-03-19,61.852
2026-03-20,59.255
2026-03-23,56.683
2026-03-24,54.041
2026-03-25,52.816
2026-03-26,55.218
2026-03-27,54.177
2026-03-30,54.814
2026-03-31,50.757
2026-04-01,47.51
2026-04-02,50.044
2026-04-03,50.044
2026-04-06,50.044
2026-04-07,53.247
2026-04-08,45.301
2026-04-09,46.175
2026-04-10,43.638
2026-04-13,46.413
2026-04-14,43.365
2026-04-15,41.399
2026-04-16,42.422
2026-04-17,38.769
2026-04-20,40.292
2026-04-21,41.931
2026-04-22,43.552
2026-04-23,44.496
2026-04-24,44.861
2026-04-27,44.646
2026-04-28,43.594
2026-04-29,46.853
2026-04-30,45.987
2026-05-01,45.766
2026-05-04,48.143
2026-05-05,46.926
2026-05-06,43.902
2026-05-07,43.561
2026-05-08,44.143
2026-05-11,46.233
2026-05-12,46.684
2026-05-13,46.92
2026-05-14,47.655
2026-05-15,50.167
2026-05-18,50.25
2026-05-19,51.816
2026-05-20,49.425
2026-05-21,49.408
2026-05-22,48.683
2026-05-26,47.472
2026-05-27,46.413
2026-05-28,46.921
2026-05-29,46.001
2026-06-01,49.09
2026-06-02,47.607
2026-06-03,48.864
2026-06-04,48.752
2026-06-05,48.496
2026-06-08,49.826
2026-06-09,48.744
2026-06-10,49.989
2026-06-11,49.69
2026-06-12,46.773
2026-06-15,42.507
2026-06-16,41.769
2026-06-17,41.915
2026-06-18,40.523
2026-06-19,42.07
2026-06-22,41.887
2026-06-23,42.014
2026-06-24,40.876
2026-06-25,40.405
2026-06-26,40.782
2026-06-29,42.565
2026-06-30,43.444
2026-07-01,42.779
2026-07-02,44.015
2026-07-03,44.25
2026-07-06,44.131
2026-07-07,46.576
2026-07-08,49.022
2026-07-09,50.102
2026-07-10,48.655
2026-07-13,51.275
2026-07-14,52.959
2026-07-15,54.353
2026-07-16,54.785
2026-07-17,57.395
2026-07-20,58.742
2026-07-21,59.663
2026-07-22,62.537
2026-07-23,61.898
2026-07-24,63.575
2026-07-27,58.253
2026-07-28,57.737
2026-07-29,60.42
2026-07-30,58.181
2026-07-31,59.071
2026-08-03,57.505
2026-08-04,55.921
2026-08-05,52.404
2026-08-06,55.769
2026-08-07,55.544
2026-08-10,60.798
2026-08-11,58.735
2026-08-12,61.021
2026-08-13,60.4
2026-08-14,61.424
2026-08-17,61.757
2026-08-18,63.646
2026-08-19,63.381
2026-08-20,65.295
2026-08-21,65.865
2026-08-24,68.32
2026-08-25,66.588
2026-08-26,65.626
2026-08-27,68.095
2026-08-28,66.979
2026-08-31,70.27
2026-09-01,70.91
