delivery_date,germany,FR,CH,NO2,SE4,DK1,DK2,synthetic,gap,outcome
2021-01-25,60.83708333333333,61.6975,64.8725,60.17541666666667,60.17541666666667,60.49166666666667,60.49125,61.86002821161923,-1.022944878285898,mean
2021-01-26,61.37375,64.12166666666667,66.38375,60.06375,60.06375,61.10874999999999,61.18,62.81009699605248,-1.4363469960524782,mean
2021-01-27,57.99125,59.2575,63.09458333333333,57.81166666666667,57.89125000000001,57.81125,57.91041666666666,59.46557530699094,-1.4743253069909414,mean
2021-01-28,55.307500000000005,55.010416666666664,56.552083333333336,55.98166666666666,58.08208333333334,55.98166666666666,58.08208333333334,56.21443459317212,-0.9069345931721173,mean
2021-01-29,49.684583333333336,47.713750000000005,52.620000000000005,50.0375,54.740833333333335,49.81041666666667,54.740833333333335,50.808980420086996,-1.1243970867536603,mean
2021-01-30,48.47708333333333,48.02458333333333,48.83958333333334,48.872083333333336,48.89208333333334,48.669999999999995,48.89208333333334,48.710183437298106,-0.2331001039647731,mean
2021-01-31,48.23416666666666,47.93416666666667,46.02375,48.275416666666665,48.31125,48.23416666666666,48.31125,47.55706814131683,0.6770985253498267,mean
2021-02-01,57.47333333333333,56.812916666666666,57.87625,57.84958333333333,86.29416666666667,57.51166666666666,86.29416666666667,58.8487282315332,-1.3753948981998718,mean
2021-02-02,54.61833333333333,48.70041666666666,57.904583333333335,54.63375,67.70166666666667,54.63333333333333,67.70166666666667,56.00084610413561,-1.382512770802279,mean
2021-02-03,44.52625,41.86708333333333,54.143750000000004,45.57958333333334,52.44166666666666,44.52625,52.44166666666666,47.70190545466921,-3.1756554546692115,mean
2021-02-04,52.04125,52.260416666666664,52.85333333333333,52.36208333333334,59.09166666666667,52.04125,59.09166666666667,52.600734613197446,-0.5594846131974478,mean
2021-02-05,51.38666666666666,51.522083333333335,52.98458333333334,51.40708333333333,78.72708333333334,51.38666666666666,78.72708333333334,53.06241375611128,-1.67574708944462,mean
2021-02-06,36.38166666666667,38.34166666666667,48.79291666666666,39.750416666666666,45.59708333333333,36.38166666666667,45.59708333333333,40.611133184942275,-4.229466518275608,mean
2021-02-07,19.377083333333335,26.027916666666666,42.31916666666667,38.371249999999996,40.65625,19.71,40.65625,27.684181450138574,-8.30709811680524,mean
2021-02-08,43.51833333333334,50.065416666666664,53.46083333333333,50.643750000000004,55.98791666666667,43.09125,55.98791666666667,47.02341825048485,-3.505084917151514,mean
2021-02-09,64.32166666666667,65.31083333333333,64.43291666666667,63.92416666666667,69.35708333333334,63.92416666666667,69.35708333333334,64.35924231385286,-0.037575647186187666,mean
2021-02-10,72.20791666666666,72.48416666666667,67.26166666666667,72.15333333333334,72.40083333333332,72.15333333333334,72.40083333333332,70.69047825692161,1.5174384097450542,mean
2021-02-11,79.29708333333333,79.00500000000001,78.26208333333334,79.29708333333333,98.53166666666665,79.29708333333333,98.53166666666665,79.80828451169319,-0.5112011783598547,mean
2021-02-12,62.134166666666665,63.45875,68.44625,62.465833333333336,80.82666666666667,62.465833333333336,80.82666666666667,65.10949255962795,-2.975325892961287,mean
2021-02-13,53.21625,54.645,56.00875,53.21625,53.21625,53.21625,53.21625,54.10989245564931,-0.8936424556493066,mean
2021-02-14,45.88916666666666,47.815,48.73333333333333,45.88833333333333,46.50083333333333,45.88916666666666,46.50083333333333,46.84113729662657,-0.9519706299599093,mean
2021-02-15,50.74583333333334,52.09583333333333,56.682500000000005,50.8325,63.654583333333335,50.4,63.654583333333335,52.93650213096802,-2.190668797634686,mean
2021-02-16,52.43375,53.68,59.109166666666674,52.23541666666667,61.25,52.281666666666666,61.29624999999999,54.7898996979152,-2.3561496979151997,mean
2021-02-17,49.665,49.86625,56.09458333333333,49.665416666666665,50.01541666666666,49.665416666666665,50.01541666666666,51.637963253554545,-1.9729632535545463,mean
2021-02-18,45.400416666666665,48.34916666666666,53.58958333333334,44.5,45.404583333333335,45.39958333333333,45.404583333333335,47.98052358474379,-2.580106918077128,mean
2021-02-19,47.71208333333333,47.53958333333333,51.559583333333336,46.711666666666666,47.7425,47.70041666666666,47.765416666666674,48.869042256323404,-1.1569589229900714,mean
2021-02-20,34.04708333333333,32.74166666666667,44.92291666666667,36.016666666666666,36.560833333333335,34.04708333333333,36.560833333333335,37.41401139438179,-3.366928061048455,mean
2021-02-21,32.9225,32.152499999999996,34.22,35.028333333333336,37.111250000000005,32.9225,37.30375,33.481394309708875,-0.5588943097088759,mean
2021-02-22,49.90375,48.50541666666667,50.615,42.291666666666664,49.3525,49.48375000000001,49.53208333333333,49.797412073288434,0.10633792671156783,mean
2021-02-23,45.58416666666667,44.39958333333333,52.848749999999995,38.780833333333334,44.61833333333333,44.46208333333333,44.90541666666667,47.02412694812585,-1.4399602814591788,mean
2021-02-24,38.13291666666667,35.97875,50.93333333333334,32.11708333333333,34.15708333333333,31.35375,34.19875,37.568250094871665,0.5646665717950015,mean
2021-02-25,46.163333333333334,46.156666666666666,51.602916666666665,32.08833333333333,32.760416666666664,33.15708333333333,33.15708333333333,39.175443028636124,6.98789030469721,mean
2021-02-26,47.63083333333333,47.706250000000004,51.71666666666667,30.41333333333333,28.97375,30.26625,30.26625,37.34018771815288,10.290645615180445,mean
2021-02-27,44.93541666666667,44.076249999999995,48.12625,35.39625,38.29958333333333,44.93541666666667,44.93541666666667,45.875797223762724,-0.9403805570960557,mean
2021-02-28,42.07208333333333,40.762499999999996,42.90208333333334,34.48625,31.660416666666666,41.01916666666667,41.01916666666667,41.58219793551518,0.4898853978181492,mean
2021-03-01,49.76499999999999,49.95583333333334,54.16041666666666,37.927083333333336,41.630833333333335,49.177083333333336,49.30291666666667,50.71990685479935,-0.9549068547993542,mean
2021-03-02,53.49916666666667,54.16291666666667,55.44125,42.482083333333335,49.903333333333336,53.49916666666667,53.49916666666667,54.109973899857025,-0.6108072331903571,mean
2021-03-03,51.911249999999995,53.02375,55.74666666666667,42.68208333333334,51.5675,51.611250000000005,51.611250000000005,52.91185724354547,-1.000607243545474,mean
2021-03-04,54.07541666666666,54.281666666666666,53.689166666666665,41.589166666666664,53.39166666666667,53.44,53.44,53.54287750151525,0.5325391651514124,mean
2021-03-05,53.60333333333333,52.38833333333333,54.025416666666665,48.337916666666665,53.805416666666666,53.60333333333333,53.805416666666666,53.70081163872633,-0.09747830539299684,mean
2021-03-06,44.706250000000004,44.93958333333333,50.04208333333333,36.785000000000004,34.711666666666666,34.802083333333336,34.711666666666666,39.75101424168631,4.955235758313691,mean
2021-03-07,44.82458333333333,46.63041666666667,47.17250000000001,37.56916666666667,34.17125,39.77,36.23416666666667,42.08503730202965,2.739546031303682,mean
2021-03-08,61.60666666666666,61.73541666666667,60.41166666666667,57.259166666666665,61.09916666666666,61.60666666666666,61.67625,61.25125018404882,0.35541648261784076,mean
2021-03-09,60.91583333333333,61.20333333333334,61.89625,55.612500000000004,61.057500000000005,60.91583333333333,61.057500000000005,61.22879178046425,-0.31295844713091725,mean
2021-03-10,50.82208333333333,54.20166666666666,54.649166666666666,43.54583333333333,59.979166666666664,47.3425,59.979166666666664,50.33025505419633,0.4918282791370032,mean
2021-03-11,27.430833333333336,39.85958333333333,53.48291666666666,34.849583333333335,27.84625,24.98166666666667,27.84625,34.2363915568593,-6.805558223525967,mean
2021-03-12,22.28625,37.36083333333333,54.87833333333333,35.85375,29.602500000000003,22.28625,30.101250000000004,33.00349259446579,-10.717242594465791,mean
2021-03-13,11.9275,23.6075,51.178333333333335,36.2525,28.8125,16.010416666666668,28.8125,27.483408356302625,-15.555908356302625,mean
2021-03-14,15.753333333333332,24.742500000000003,34.19375,37.0675,32.895,19.41625,32.895,24.65781179574099,-8.904478462407658,mean
2021-03-15,49.27625,50.11166666666667,54.33833333333333,43.81166666666667,48.443333333333335,48.15875,48.50333333333333,50.11209812268423,-0.8358481226842329,mean
2021-03-16,56.01125,56.229166666666664,61.98,47.66416666666667,55.78458333333333,55.91458333333333,55.876666666666665,57.763605742005865,-1.752355742005868,mean
2021-03-17,57.645,56.17541666666667,62.656666666666666,50.833333333333336,57.18833333333333,57.645,57.645,59.11811149891093,-1.4731114989109244,mean
2021-03-18,64.8575,64.25958333333334,64.08291666666666,44.85,63.680416666666666,64.79541666666667,64.79541666666667,64.56185580421425,0.29564419578575496,mean
2021-03-19,56.45166666666666,56.531666666666666,64.19708333333334,42.50208333333333,56.54291666666666,56.38833333333333,56.74875,58.778086254224675,-2.3264195875580143,mean
2021-03-20,51.34375,51.4625,57.62,37.92583333333334,43.18208333333333,41.994166666666665,43.259166666666665,47.097313094532765,4.246436905467235,mean
2021-03-21,35.41791666666666,40.44916666666666,49.89666666666667,36.67,28.546666666666667,31.88416666666667,28.56958333333333,37.483508165430244,-2.065591498763581,mean
2021-03-22,60.47708333333333,60.84833333333333,61.09375,42.66375,52.958333333333336,58.61416666666667,57.47958333333333,59.389717415109814,1.0873659182235187,mean
2021-03-23,62.33416666666667,63.571666666666665,63.19625,42.650416666666665,56.26083333333333,59.82125,56.875416666666666,60.83902925625405,1.4951374104126174,mean
2021-03-24,55.54,61.41458333333333,62.25375,39.475833333333334,50.185,52.43875,52.6025,55.714923052231214,-0.17492305223121463,mean
2021-03-25,58.852916666666665,59.484166666666674,62.779583333333335,40.34916666666667,54.63625,56.73,58.376666666666665,58.72636916904362,0.12654749762304363,mean
2021-03-26,51.37083333333334,53.92291666666667,62.3825,38.645,46.05833333333334,42.697916666666664,47.47833333333333,49.24211666953989,2.1287166637934476,mean
2021-03-27,24.694583333333338,36.380833333333335,55.6975,36.612500000000004,22.87875,24.370416666666667,29.122500000000002,34.47160686937047,-9.777023536037131,mean
2021-03-28,18.251739130434782,28.31260869565217,40.047391304347826,37.59217391304348,21.43173913043478,22.958260869565216,25.236086956521742,28.416082193408453,-10.164343062973671,mean
2021-03-29,40.805416666666666,46.05375,58.66916666666666,36.51,28.350416666666664,30.614583333333332,28.350416666666664,39.529385684920214,1.2760309817464517,mean
2021-03-30,55.725833333333334,55.41458333333333,58.80583333333333,38.50666666666667,40.13791666666666,45.27125,41.61708333333333,49.548226513442046,6.177606819891288,mean
2021-03-31,58.721666666666664,57.04291666666666,59.98041666666666,39.962916666666665,51.306666666666665,58.65416666666667,58.65416666666667,59.00439429518943,-0.282727628522764,mean
2021-04-01,52.28875,52.78625,54.57083333333333,39.729166666666664,42.80458333333333,46.662083333333335,48.01541666666666,49.319055594689786,2.9696944053102143,mean
2021-04-02,36.49875,41.35166666666667,48.46625,33.026666666666664,31.517916666666665,33.094166666666666,36.571666666666665,38.17709922702234,-1.6783492270223377,mean
2021-04-03,39.560833333333335,35.00125,40.753750000000004,36.6775,30.11,39.30958333333333,35.852916666666665,39.45819374623596,0.10263958709737153,mean
2021-04-04,27.690416666666668,29.20375,33.0,27.672083333333333,12.3825,21.00625,20.81,24.90269573090034,2.787720935766327,mean
2021-04-05,-16.996666666666666,26.813333333333333,9.629583333333334,17.887916666666666,7.102916666666666,-10.69375,2.44875,-2.7412698344242763,-14.25539683224239,mean
2021-04-06,35.37833333333333,58.51333333333333,58.23083333333333,32.92125,29.72583333333333,29.2675,29.72583333333333,39.02355164663369,-3.6452183133003615,mean
2021-04-07,50.32333333333333,75.25875,67.81791666666668,39.27125,42.639583333333334,47.034166666666664,42.639583333333334,54.06453417721041,-3.741200843877081,mean
2021-04-08,57.58041666666667,71.50916666666667,73.96333333333332,39.54708333333333,45.916666666666664,44.65875,45.916666666666664,54.47543490006045,3.1049817666062225,mean
2021-04-09,53.92125000000001,72.62791666666666,68.73708333333333,36.84708333333334,19.807916666666667,23.601249999999997,23.601249999999997,38.88567686220564,15.035573137794366,mean
2021-04-10,58.805416666666666,59.62875,62.11208333333334,40.8425,42.47208333333334,53.3975,53.3975,56.24373137573814,2.561685290928523,mean
2021-04-11,48.687916666666666,53.34,55.02125,41.39416666666667,39.779583333333335,47.975833333333334,47.7525,50.27779040261903,-1.5898737359523665,mean
2021-04-12,62.72333333333333,72.01375,74.09583333333333,44.23416666666666,42.060833333333335,44.580000000000005,43.3125,54.37009129942017,8.353242033913162,mean
2021-04-13,57.51624999999999,83.61541666666666,81.65041666666666,43.67791666666667,47.34875,49.201249999999995,47.81625,60.10249922710234,-2.58624922710235,mean
2021-04-14,69.49333333333333,80.65583333333333,81.30499999999999,55.376666666666665,61.47291666666666,67.62333333333333,67.62333333333333,72.19713263470918,-2.7037993013758523,mean
2021-04-15,66.97500000000001,74.31958333333334,82.75666666666667,58.97875,56.63833333333333,64.45375,64.45375,70.32720624718175,-3.3522062471817407,mean
2021-04-16,63.04458333333333,71.42041666666667,73.73583333333333,51.971666666666664,46.9575,54.935,54.935,61.17402509695535,1.8705582363779811,mean
2021-04-17,61.19583333333333,64.45791666666666,63.95708333333334,48.446666666666665,45.036249999999995,58.85166666666667,58.21333333333333,60.554788977447274,0.6410443558860592,mean
2021-04-18,62.62875,64.32916666666667,62.819583333333334,48.91833333333333,47.98208333333333,61.37916666666666,57.24583333333333,61.73245239564978,0.8962976043502167,mean
2021-04-19,75.6675,82.15666666666667,81.74708333333334,47.592083333333335,53.68125,70.955,70.22666666666667,74.56106268062769,1.1064373193723185,mean
2021-04-20,75.7675,81.13875,82.63291666666667,46.059583333333336,63.20416666666667,75.34291666666667,72.6475,77.625795047529,-1.8582950475289977,mean
2021-04-21,59.875416666666666,78.27333333333333,75.50458333333333,42.32666666666667,49.97083333333333,48.19125,55.22708333333333,57.75916885837838,2.1162478082882856,mean
2021-04-22,45.90208333333334,70.11041666666667,74.55708333333332,40.405,29.16208333333333,32.50625,32.427083333333336,46.48103413667338,-0.5789508033400423,mean
2021-04-23,61.73458333333334,65.18541666666667,67.51083333333334,45.36291666666667,37.84041666666666,47.75625,42.35041666666667,54.08066039036487,7.653922942968471,mean
2021-04-24,52.910833333333336,53.01791666666667,54.177083333333336,46.07083333333333,36.455416666666665,48.763749999999995,48.763749999999995,50.544198438312236,2.3666348950211002,mean
2021-04-25,37.477916666666665,37.447916666666664,40.649166666666666,43.81375,25.739583333333332,37.477916666666665,37.65416666666666,38.446869594324255,-0.9689529276575897,mean
2021-04-26,61.92333333333334,60.653333333333336,64.57375,56.884166666666665,54.92916666666667,61.56333333333333,61.56333333333333,62.44732164447684,-0.5239883111434978,mean
2021-04-27,59.51333333333333,66.55624999999999,69.54125,53.59625,58.74,59.2125,59.2125,62.5845764132144,-3.0712430798810715,mean
2021-04-28,61.71958333333333,69.4325,65.2075,57.26208333333333,58.94541666666667,59.72291666666666,59.72291666666666,61.70174691534354,0.017836417989791187,mean
2021-04-29,59.44083333333333,68.72333333333334,68.15333333333334,52.99125,53.0975,54.38166666666667,53.0975,58.96946492075504,0.4713684125782933,mean
2021-04-30,69.14541666666666,73.57708333333333,71.95333333333333,55.55583333333333,60.416666666666664,66.80208333333333,62.66375,68.40509263038335,0.7403240362833117,mean
2021-05-01,56.685,57.01458333333333,59.86875,51.037083333333335,52.17916666666667,56.685,56.365833333333335,57.64789722976596,-0.9628972297659573,mean
2021-05-02,43.809583333333336,46.805416666666666,47.979166666666664,46.612500000000004,47.052083333333336,46.935833333333335,48.42958333333333,47.31301840405301,-3.503435070719675,mean
2021-05-03,62.42583333333334,66.64333333333333,61.95583333333334,60.30166666666667,60.723749999999995,62.42583333333334,61.24541666666667,62.368643114887185,0.05719021844615213,mean
2021-05-04,30.259583333333335,36.990833333333335,46.56333333333333,45.17333333333334,40.127500000000005,30.259583333333335,40.127500000000005,35.853091026148775,-5.5935076928154395,mean
2021-05-05,31.80666666666667,62.48374999999999,60.076249999999995,48.62708333333333,41.80708333333333,35.891666666666666,41.80708333333333,44.34850258778148,-12.541835921114814,mean
2021-05-06,64.96583333333334,73.14541666666666,72.44125,62.778333333333336,59.60375,64.96583333333334,60.00666666666667,67.28397046217634,-2.3181371288430057,mean
2021-05-07,71.29833333333333,72.43208333333332,69.96875,64.7775,66.36666666666666,69.81166666666667,67.77166666666666,69.85570636984185,1.4426269634914775,mean
2021-05-08,50.73875,47.317499999999995,52.965833333333336,52.34291666666667,47.41583333333333,50.76166666666666,48.248333333333335,51.20982742794766,-0.4710774279476553,mean
2021-05-09,3.62375,6.646666666666666,2.9149999999999996,39.956250000000004,25.942083333333333,7.397916666666667,21.36125,6.619256676036612,-2.995506676036612,mean
2021-05-10,57.45583333333334,58.35833333333333,57.65208333333334,50.23666666666667,43.12583333333333,55.98833333333334,54.782916666666665,56.51765684210432,0.9381764912290151,mean
2021-05-11,72.17166666666667,72.17166666666667,70.50541666666666,54.385,41.748333333333335,72.17166666666667,72.17166666666667,71.66606389397802,0.505602772688647,mean
2021-05-12,68.74541666666667,68.76833333333333,68.27416666666666,53.732499999999995,48.66375,68.74541666666667,68.74541666666667,68.60316426078515,0.14225240588152133,mean
2021-05-13,62.73541666666667,62.73541666666667,56.32416666666666,50.60041666666667,38.53458333333334,62.73541666666667,60.59916666666667,60.6972960456941,2.0381206209725704,mean
2021-05-14,71.80166666666666,71.52958333333333,66.44125,51.41625,54.013749999999995,71.80166666666666,71.80166666666666,70.16629929258019,1.6353673740864707,mean
2021-05-15,60.201249999999995,57.48916666666667,63.37375,49.770833333333336,22.485,60.201249999999995,52.305,60.73335745158727,-0.5321074515872724,mean
2021-05-16,39.869166666666665,30.128333333333334,41.91625,35.51166666666666,30.658749999999998,39.93,41.487500000000004,40.28270810353368,-0.41354143686701406,mean
2021-05-17,73.70375,69.89874999999999,67.25541666666668,53.437916666666666,59.081250000000004,73.70375,73.70375,71.62379725124451,2.0799527487554883,mean
2021-05-18,74.17875,74.17875,73.82416666666667,55.4625,60.01291666666666,74.17875,74.17875,74.0711561116384,0.1075938883615919,mean
2021-05-19,77.71249999999999,76.88416666666667,74.95458333333333,54.3475,63.42791666666667,77.71249999999999,77.71249999999999,76.8488056282835,0.8636943717164911,mean
2021-05-20,69.98958333333333,69.34291666666667,71.91791666666667,52.65166666666667,44.50416666666666,61.00333333333333,61.00333333333333,64.58543972795937,5.40414360537396,mean
2021-05-21,31.33875,28.0525,46.32416666666666,35.37291666666667,30.15125,33.309999999999995,34.29291666666666,37.13129295839609,-5.792542958396087,mean
2021-05-22,-7.039166666666667,17.986666666666668,21.5475,18.645,16.262916666666666,10.5975,16.262916666666666,14.405420509681196,-21.444587176347863,mean
2021-05-23,21.145,23.90041666666667,25.28,25.92833333333333,22.282916666666665,21.145,25.30125,22.669361587703477,-1.5243615877034777,mean
2021-05-24,31.645416666666666,32.81375,56.13041666666667,42.568333333333335,43.418749999999996,40.4075,44.473749999999995,45.10883947322486,-13.463422806558196,mean
2021-05-25,59.78041666666667,59.83416666666667,61.69291666666667,49.66083333333333,59.44833333333333,59.634166666666665,59.639166666666675,60.26556588618499,-0.4851492195183198,mean
2021-05-26,65.60583333333334,69.18125,69.2375,50.66458333333333,63.6025,65.44541666666667,63.75541666666667,66.64378151529955,-1.0379481819662146,mean
2021-05-27,71.7675,72.52416666666666,75.425,50.81041666666667,70.86125,71.7675,71.84,72.90498590736408,-1.1374859073640806,mean
2021-05-28,73.60208333333334,73.3425,76.15625,51.50416666666666,71.97458333333334,73.60208333333334,73.60208333333334,74.36870253607691,-0.7666192027435699,mean
2021-05-29,56.48791666666667,56.56666666666666,60.52875,47.501666666666665,53.80583333333333,56.48791666666667,57.37625,57.755159701571145,-1.2672430349044745,mean
2021-05-30,37.84791666666667,31.772499999999997,43.334583333333335,37.594166666666666,42.319583333333334,40.373333333333335,43.489583333333336,41.12844647252,-3.2805298058533268,mean
2021-05-31,67.45708333333333,66.655,69.13250000000001,53.71125,59.58541666666667,67.45708333333333,67.58458333333333,67.94501229275997,-0.4879289594266396,mean
2021-06-01,68.25375,68.2175,68.68666666666667,55.02041666666667,68.19666666666667,68.25375,68.25375,68.38393861855697,-0.1301886185569714,mean
2021-06-02,66.68541666666667,65.9675,65.90875,54.74041666666667,63.31833333333333,65.51166666666667,65.51125,65.6469081013403,1.0385085653263673,mean
2021-06-03,61.96375,65.53875000000001,65.07916666666667,51.88791666666666,55.49666666666667,55.49666666666667,55.49666666666667,58.72973198738214,3.2340180126178595,mean
2021-06-04,71.79666666666667,71.79666666666667,71.9975,56.70083333333333,69.54166666666667,70.53291666666667,69.54166666666667,70.975255927181,0.8214107394856711,mean
2021-06-05,62.5575,63.23458333333334,60.29208333333333,56.23541666666667,62.12958333333333,62.5575,62.135416666666664,61.87370872820523,0.6837912717947674,mean
2021-06-06,59.4375,57.5525,53.4575,54.59375,58.9975,59.4375,59.12291666666667,57.54821543857007,1.8892845614299318,mean
2021-06-07,77.33791666666666,77.34125,75.57708333333333,57.637499999999996,77.44291666666668,77.33791666666666,77.75041666666667,76.82162302035604,0.5162936463106149,mean
2021-06-08,76.92041666666667,76.17833333333333,77.09583333333333,57.720416666666665,77.00291666666666,76.92041666666667,77.015,76.95370492787296,-0.03328826120629458,mean
2021-06-09,76.73583333333333,75.56833333333334,76.26541666666667,57.68541666666667,76.47625000000001,76.73583333333333,76.73583333333333,76.55526289839095,0.180570434942382,mean
2021-06-10,78.83333333333333,78.18791666666667,77.07541666666667,57.13375,78.2075,78.83333333333333,78.83333333333333,78.27900319875786,0.5543301345754656,mean
2021-06-11,78.09541666666667,77.52374999999999,74.395,56.124583333333334,77.34916666666666,78.09541666666667,78.09541666666667,76.95404873001722,1.141367936649445,mean
2021-06-12,39.17583333333334,46.705000000000005,49.48291666666666,38.94291666666667,33.177083333333336,37.55083333333334,36.364583333333336,41.416601191991894,-2.2407678586585575,mean
2021-06-13,19.40125,26.00791666666667,29.12708333333333,21.0025,21.847916666666666,19.40125,23.116249999999997,22.727716296562,-3.3264662965619998,mean
2021-06-14,74.2225,75.06875000000001,75.83,51.6975,72.37166666666667,74.12125,74.12791666666666,74.67073828989788,-0.44823828989788694,mean
2021-06-15,82.60625,82.52374999999999,82.71208333333333,52.06375,77.91666666666667,82.60625,82.60625,82.63569070793116,-0.029440707931158272,mean
2021-06-16,85.00375,86.84958333333333,83.7325,50.85125,85.38833333333334,85.00375,85.52749999999999,84.70054137892497,0.3032086210750293,mean
2021-06-17,77.51208333333334,82.24166666666666,81.15583333333333,50.14291666666667,73.40416666666667,77.40875,73.40416666666667,78.52856101445201,-1.0164776811186726,mean
2021-06-18,80.11958333333332,80.72166666666666,81.98,51.26499999999999,76.04708333333333,80.11958333333332,76.04708333333333,80.52687755622371,-0.4072942228903855,mean
2021-06-19,70.0975,73.15916666666666,72.24833333333333,53.02791666666667,69.61041666666667,70.03791666666667,69.61041666666667,70.79121996936261,-0.6937199693626184,mean
2021-06-20,58.432500000000005,57.88833333333333,54.038333333333334,48.95791666666667,58.432916666666664,58.432500000000005,58.45666666666667,57.0825620743544,1.3499379256456052,mean
2021-06-21,77.63250000000001,77.63250000000001,78.5775,53.09458333333333,77.63250000000001,77.63250000000001,77.63250000000001,77.9192484592293,-0.2867484592292868,mean
2021-06-22,84.58916666666667,83.17999999999999,81.26333333333334,54.7725,84.58916666666667,84.58916666666667,84.58916666666667,83.53432538834751,1.0548412783191594,mean
2021-06-23,92.84458333333333,84.34333333333333,88.59958333333333,55.77291666666667,93.39958333333334,92.84458333333333,93.39958333333334,91.3051259202258,1.5394574131075274,mean
2021-06-24,94.82708333333333,88.97708333333333,90.18166666666667,60.709583333333335,95.10708333333334,94.82708333333333,95.10708333333334,93.2400939127343,1.5869894205990391,mean
2021-06-25,89.72625,86.39958333333334,86.13166666666666,60.58833333333333,89.69875,89.72625,89.87333333333333,88.53411361518249,1.192136384817502,mean
2021-06-26,79.875,76.44416666666667,75.67416666666666,62.45249999999999,79.78583333333333,79.875,79.875,78.4891465222237,1.385853477776294,mean
2021-06-27,64.96166666666666,51.90541666666667,65.77583333333332,55.96291666666667,65.16291666666667,64.95125,65.54708333333333,64.80461661907461,0.1570500475920511,mean
2021-06-28,88.73,87.83999999999999,83.99708333333334,61.861250000000005,88.88833333333334,88.73,88.88833333333334,87.27188963690877,1.4581103630912366,mean
